ITEM,Model ID,Marketing Model Name,Marketing Description,Description,MODEL YEAR STATUS,Rider Solution,Short Intro Copy,Feature-Benefit #1,Feature-Benefit #2,Feature-Benefit #3,Feature-Benefit #4,Feature-Benefit #5,Feature-Benefit #6,E-BIKE Recommended,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Attribute 9,Attribute 10,Attribute 11,Attribute 12,Photo1,Photo2,Photo3,Photo4
CR3UNA-104,CR3-SLR-P01,SL Direct Mount Chainring,"SL Direct Mount Chainring for e*thirteen Cranks - 36T, Black",SL | Chainring | Direct Mount | 36T | 8mm Offset | Shimano/SRAM 10/11/12s Chain Compatible | Black,CONTINUED,"Lightweight, narrow-wide, cross-compatible chainring solutions for legacy e*thirteen cranks.","SL Guiderings provide a lightweight, performance chain retention solution for TRS, LG1 and legacy e*thirteen cranks. Featuring e*thirteen's M3 narrow-wide tooth profile, for high chain retention and compatibility with SRAM and Shimano 10, 11, and 12-speed chains and drivetrains.",-8mm offset for Boost and non-Boost chainlines on adjustable chainline cranks and non-Boost on XCX and legacy LG1/TRS cranks (pre-2019),"M3 narrow-wide tooth profile compatible with SRAM and Shimano 10, 11 and 12-speed chains (Not compatible with T-Type)","Durable AL-7075-T6 construction provides long wear-life, stiffness, and strength",e*thirteen QuickConnect™ mount,Not compatible with Helix cranks,,F,36T,e*thirteen Direct Mount,,8mm Offset Standard,10/11/12s,M3 narrow-wide,Shimano/SRAM 10/11/12s,AL 7075-T6,84g,,Black,5 Years,https://drive.google.com/open?id=1Ou7JLA6-A3sQLAYbEwBCDUaskGnrUIWt&usp=drive_copy,,https://drive.google.com/open?id=155x_v0tIREhPcVuBYQLHFADNOLzQz_ds&usp=drive_copy,https://drive.google.com/open?id=1OILhjMD6jwnY9qatI6IWdsz9LLhQWfdj&usp=drive_copy
CR3UNA-106,CR3-ULR-P01,UL Direct Mount Chainring,"UL Direct Mount Chainring for e*thirteen Cranks - 30T, Black",UL | Chainring | Direct Mount | 30T | 5mm Offset | Shimano/SRAM 10/11/12s Chain Compatible | Black,CONTINUED,"Lightweight, narrow-wide, cross-compatible chainring solutions for legacy e*thirteen cranks.","UL Chainrings are the perfect fusion of lightweight construction and exceptional durability for both gravel and gravity race applications, with XCX Gravel/MTB, and TRS/LG1 cranks. Built on the foundation of our successful SL Chainring, with refined arm design and precision machining techniques to significantly reduce weight without compromising impact strength. The M3 narrow-wide tooth profile means amazing chain retention, with less chain noise, and decreased overall system wear, as well as compatibility with Shimano and SRAM 10, 11, and 12s drivetrains.","-5mm offset for non-Boost chainline on XCX Gravel, Boost on XCX MTB, and Super Boost on TRS/LG1 cranks","M3 narrow-wide tooth profile compatible with SRAM and Shimano 10, 11 and 12-speed chains (Not compatible with T-type)","Durable AL-7075-T6 construction provides long wear-life, stiffness, and strength",e*thirteen QuickConnect™ mount,Not compatible with Helix cranks,,F,30T,e*thirteen Direct Mount,,5mm Offset Boost,10/11/12s,M3 narrow-wide,Shimano/SRAM 10/11/12s,AL 7075-T6,50g,,Black,5 Years,https://drive.google.com/open?id=1KjoCBzugTNiDJjzaMRzqDqC7Q75CtA0-&usp=drive_copy,,https://drive.google.com/open?id=1evLIxwoPQcgrid3y82rN3_PJT0KjdoFP&usp=drive_copy,https://drive.google.com/open?id=1H6y6Q_tZpkrPa9CEdS3bYUuEERs3doYV&usp=drive_copy
CR3UNA-107,CR3-ULR-P01,UL Direct Mount Chainring,"UL Direct Mount Chainring for e*thirteen Cranks - 32T, Black",UL | Chainring | Direct Mount | 32T | 5mm Offset | Shimano/SRAM 10/11/12s Chain Compatible | Black,CONTINUED,"Lightweight, narrow-wide, cross-compatible chainring solutions for legacy e*thirteen cranks.","UL Chainrings are the perfect fusion of lightweight construction and exceptional durability for both gravel and gravity race applications, with XCX Gravel/MTB, and TRS/LG1 cranks. Built on the foundation of our successful SL Chainring, with refined arm design and precision machining techniques to significantly reduce weight without compromising impact strength. The M3 narrow-wide tooth profile means amazing chain retention, with less chain noise, and decreased overall system wear, as well as compatibility with Shimano and SRAM 10, 11, and 12s drivetrains.","-5mm offset for non-Boost chainline on XCX Gravel, Boost on XCX MTB, and Super Boost on TRS/LG1 cranks","M3 narrow-wide tooth profile compatible with SRAM and Shimano 10, 11 and 12-speed chains (Not compatible with T-type)","Durable AL-7075-T6 construction provides long wear-life, stiffness, and strength",e*thirteen QuickConnect™ mount,Not compatible with Helix cranks,,F,32T,e*thirteen Direct Mount,,5mm Offset Boost,10/11/12s,M3 narrow-wide,Shimano/SRAM 10/11/12s,AL 7075-T6,54g,,Black,5 Years,https://drive.google.com/open?id=1E3NIVar6G8uIl6mWB25BzEbNkjWhvX1q&usp=drive_copy,,https://drive.google.com/open?id=1evLIxwoPQcgrid3y82rN3_PJT0KjdoFP&usp=drive_copy,https://drive.google.com/open?id=1H6y6Q_tZpkrPa9CEdS3bYUuEERs3doYV&usp=drive_copy
CR3UNA-108,CR3-ULR-P01,UL Direct Mount Chainring,"UL Direct Mount Chainring for e*thirteen Cranks - 34T, Black",UL | Chainring | Direct Mount | 34T | 5mm Offset | Shimano/SRAM 10/11/12s Chain Compatible | Black,CONTINUED,"Lightweight, narrow-wide, cross-compatible chainring solutions for legacy e*thirteen cranks.","UL Chainrings are the perfect fusion of lightweight construction and exceptional durability for both gravel and gravity race applications, with XCX Gravel/MTB, and TRS/LG1 cranks. Built on the foundation of our successful SL Chainring, with refined arm design and precision machining techniques to significantly reduce weight without compromising impact strength. The M3 narrow-wide tooth profile means amazing chain retention, with less chain noise, and decreased overall system wear, as well as compatibility with Shimano and SRAM 10, 11, and 12s drivetrains.","-5mm offset for non-Boost chainline on XCX Gravel, Boost on XCX MTB, and Super Boost on TRS/LG1 cranks","M3 narrow-wide tooth profile compatible with SRAM and Shimano 10, 11 and 12-speed chains (Not compatible with T-type)","Durable AL-7075-T6 construction provides long wear-life, stiffness, and strength",e*thirteen QuickConnect™ mount,Not compatible with Helix cranks,,F,34T,e*thirteen Direct Mount,,5mm Offset Boost,10/11/12s,M3 narrow-wide,Shimano/SRAM 10/11/12s,AL 7075-T6,65g,,Black,5 Years,https://drive.google.com/open?id=11H1fDR5DHPJ65ra0jOiwMlXBR35oPKNO&usp=drive_copy,,https://drive.google.com/open?id=1evLIxwoPQcgrid3y82rN3_PJT0KjdoFP&usp=drive_copy,https://drive.google.com/open?id=1H6y6Q_tZpkrPa9CEdS3bYUuEERs3doYV&usp=drive_copy
CR3UNA-109,CR3-ULR-P01,UL Direct Mount Chainring,"UL Direct Mount Chainring for e*thirteen Cranks - 36T, Black",UL | Chainring | Direct Mount | 36T | 5mm Offset | Shimano/SRAM 10/11/12s Chain Compatible | Black,CONTINUED,"Lightweight, narrow-wide, cross-compatible chainring solutions for legacy e*thirteen cranks.","UL Chainrings are the perfect fusion of lightweight construction and exceptional durability for both gravel and gravity race applications, with XCX Gravel/MTB, and TRS/LG1 cranks. Built on the foundation of our successful SL Chainring, with refined arm design and precision machining techniques to significantly reduce weight without compromising impact strength. The M3 narrow-wide tooth profile means amazing chain retention, with less chain noise, and decreased overall system wear, as well as compatibility with Shimano and SRAM 10, 11, and 12s drivetrains.","-5mm offset for non-Boost chainline on XCX Gravel, Boost on XCX MTB, and Super Boost on TRS/LG1 cranks","M3 narrow-wide tooth profile compatible with SRAM and Shimano 10, 11 and 12-speed chains (Not compatible with T-type)","Durable AL-7075-T6 construction provides long wear-life, stiffness, and strength",e*thirteen QuickConnect™ mount,Not compatible with Helix cranks,,F,36T,e*thirteen Direct Mount,,5mm Offset Boost,10/11/12s,M3 narrow-wide,Shimano/SRAM 10/11/12s,AL 7075-T6,69g,,Black,5 Years,https://drive.google.com/open?id=1AA1xGVfH07bMgyjmOnxw9IBV9tqYdKB2&usp=drive_copy,,https://drive.google.com/open?id=1evLIxwoPQcgrid3y82rN3_PJT0KjdoFP&usp=drive_copy,https://drive.google.com/open?id=1H6y6Q_tZpkrPa9CEdS3bYUuEERs3doYV&usp=drive_copy
CR3UNA-110,CR3-ULR-P01,UL Direct Mount Chainring,"UL Direct Mount Chainring for e*thirteen Cranks - 38T, Black",UL | Chainring | Direct Mount | 38T | 5mm Offset | Shimano/SRAM 10/11/12s Chain Compatible | Black,CONTINUED,"Lightweight, narrow-wide, cross-compatible chainring solutions for legacy e*thirteen cranks.","UL Chainrings are the perfect fusion of lightweight construction and exceptional durability for both gravel and gravity race applications, with XCX Gravel/MTB, and TRS/LG1 cranks. Built on the foundation of our successful SL Chainring, with refined arm design and precision machining techniques to significantly reduce weight without compromising impact strength. The M3 narrow-wide tooth profile means amazing chain retention, with less chain noise, and decreased overall system wear, as well as compatibility with Shimano and SRAM 10, 11, and 12s drivetrains.","-5mm offset for non-Boost chainline on XCX Gravel, Boost on XCX MTB, and Super Boost on TRS/LG1 cranks","M3 narrow-wide tooth profile compatible with SRAM and Shimano 10, 11 and 12-speed chains (Not compatible with T-type)","Durable AL-7075-T6 construction provides long wear-life, stiffness, and strength",e*thirteen QuickConnect™ mount,Not compatible with Helix cranks,,F,38T,e*thirteen Direct Mount,,5mm Offset Boost,10/11/12s,M3 narrow-wide,Shimano/SRAM 10/11/12s,AL 7075-T6,78g,,Black,5 Years,https://drive.google.com/open?id=1mamfFVNIDXQb2wt3__Eisd8i9IqEDdWs&usp=drive_copy,,https://drive.google.com/open?id=1evLIxwoPQcgrid3y82rN3_PJT0KjdoFP&usp=drive_copy,https://drive.google.com/open?id=1H6y6Q_tZpkrPa9CEdS3bYUuEERs3doYV&usp=drive_copy
CR3UNA-111,CR3-ULR-P01,UL Direct Mount Chainring,"UL Direct Mount Chainring for e*thirteen Cranks - 40T, Black",UL | Chainring | Direct Mount | 40T | 5mm Offset | Shimano/SRAM 10/11/12s Chain Compatible | Black,CONTINUED,"Lightweight, narrow-wide, cross-compatible chainring solutions for legacy e*thirteen cranks.","UL Chainrings are the perfect fusion of lightweight construction and exceptional durability for both gravel and gravity race applications, with XCX Gravel/MTB, and TRS/LG1 cranks. Built on the foundation of our successful SL Chainring, with refined arm design and precision machining techniques to significantly reduce weight without compromising impact strength. The M3 narrow-wide tooth profile means amazing chain retention, with less chain noise, and decreased overall system wear, as well as compatibility with Shimano and SRAM 10, 11, and 12s drivetrains.","-5mm offset for non-Boost chainline on XCX Gravel, Boost on XCX MTB, and Super Boost on TRS/LG1 cranks","M3 narrow-wide tooth profile compatible with SRAM and Shimano 10, 11 and 12-speed chains (Not compatible with T-type)","Durable AL-7075-T6 construction provides long wear-life, stiffness, and strength",e*thirteen QuickConnect™ mount,Not compatible with Helix cranks,,F,40T,e*thirteen Direct Mount,,5mm Offset Boost,10/11/12s,M3 narrow-wide,Shimano/SRAM 10/11/12s,AL 7075-T6,87g,,Black,5 Years,https://drive.google.com/open?id=1Wr1D5Kx8VfKeTHfHbEq8KZYHmyE8HeVl&usp=drive_copy,,https://drive.google.com/open?id=1evLIxwoPQcgrid3y82rN3_PJT0KjdoFP&usp=drive_copy,https://drive.google.com/open?id=1H6y6Q_tZpkrPa9CEdS3bYUuEERs3doYV&usp=drive_copy
CR3UNA-112,CR3-ULR-P01,UL Direct Mount Chainring,"UL Direct Mount Chainring for e*thirteen Cranks - 42T, Black",UL | Chainring | Direct Mount | 42T | 5mm Offset | Shimano/SRAM 10/11/12s Chain Compatible | Black,CONTINUED,"Lightweight, narrow-wide, cross-compatible chainring solutions for legacy e*thirteen cranks.","UL Chainrings are the perfect fusion of lightweight construction and exceptional durability for both gravel and gravity race applications, with XCX Gravel/MTB, and TRS/LG1 cranks. Built on the foundation of our successful SL Chainring, with refined arm design and precision machining techniques to significantly reduce weight without compromising impact strength. The M3 narrow-wide tooth profile means amazing chain retention, with less chain noise, and decreased overall system wear, as well as compatibility with Shimano and SRAM 10, 11, and 12s drivetrains.","-5mm offset for non-Boost chainline on XCX Gravel, Boost on XCX MTB, and Super Boost on TRS/LG1 cranks","M3 narrow-wide tooth profile compatible with SRAM and Shimano 10, 11 and 12-speed chains (Not compatible with T-type)","Durable AL-7075-T6 construction provides long wear-life, stiffness, and strength",e*thirteen QuickConnect™ mount,Not compatible with Helix cranks,,F,42T,e*thirteen Direct Mount,,5mm Offset Boost,10/11/12s,M3 narrow-wide,Shimano/SRAM 10/11/12s,AL 7075-T6,94g,,Black,5 Years,https://drive.google.com/open?id=110DB9mzayZWkpScpyuUXrSEFnylep6WO&usp=drive_copy,,https://drive.google.com/open?id=1evLIxwoPQcgrid3y82rN3_PJT0KjdoFP&usp=drive_copy,https://drive.google.com/open?id=1H6y6Q_tZpkrPa9CEdS3bYUuEERs3doYV&usp=drive_copy
CR4HRA-100,CR4-HLX-R01,Helix Race Direct Mount Chainring,"Helix R Direct Mount Chainring for e*thirteen Cranks - 28T, Intergalactic",Helix Race | Chainring | Direct Mount | 28T | 52/55mm Flip Flop | Shimano/SRAM 11/12s Chain Compatible | Intergalactic,CONTINUED,Personalize and add color accents to your e*thirteen cranks with a lightweight and long-wearing chainring.,"Helix R Direct Mount Chainrings, manufactured from durable AL-7075-T6, combine aesthetics and design efficiency. Their flip-flop design accommodates Boost or Super Boost chainlines. With e*thirteen's narrow-wide tooth profile, they ensure enhanced chain retention, reduced wear, and compatibility with Shimano and SRAM chains. Perfectly complementing all Helix Cranks, they're backward compatible with e*thirteen TRS, LG1, and XCX Race cranks. Available in 28-34T and in the spectrum of e*thirteen colors.","Direct Mount design for use with Helix cranks, adjustable chainline TRS/LG1 cranks, and XCX Race cranks",Flip-Flop design allows for both Boost and SuperBoost chainlines,"Durable AL-7075-T6 construction for long wear-life, stiffness, and strength","M4 narrow-wide tooth profile provides Shimano and SRAM 11/12-speed chain compatibility, excellent chain retention, and reduced wear","Extensively CNC optimized for technical aesthetics and ultralight weight, starting at just 48g",28-34T sizes and a full range of colors to match other popular e*thirteen components,F,28T,e*thirteen Direct Mount,52/55mm,3.5mm Offset,11/12s,M4 narrow-wide,Shimano/SRAM 11/12s,AL 7075-T6,48g,,Intergalactic,5 Years,https://drive.google.com/open?id=1p-N0zy515mkynkvOV8sJzyTZZGz8UNWi&usp=drive_copy,,,https://drive.google.com/open?id=1KICZfx5343nz2eAk4H9GrFHaJhvW7ULy&usp=drive_copy
CR4HRA-101,CR4-HLX-R01,Helix Race Direct Mount Chainring,"Helix R Direct Mount Chainring for e*thirteen Cranks - 30T, Intergalactic",Helix Race | Chainring | Direct Mount | 30T | 52/55mm Flip Flop | Shimano/SRAM 11/12s Chain Compatible | Intergalactic,CONTINUED,Personalize and add color accents to your e*thirteen cranks with a lightweight and long-wearing chainring.,"Helix R Direct Mount Chainrings, manufactured from durable AL-7075-T6, combine aesthetics and design efficiency. Their flip-flop design accommodates Boost or Super Boost chainlines. With e*thirteen's narrow-wide tooth profile, they ensure enhanced chain retention, reduced wear, and compatibility with Shimano and SRAM chains. Perfectly complementing all Helix Cranks, they're backward compatible with e*thirteen TRS, LG1, and XCX Race cranks. Available in 28-34T and in the spectrum of e*thirteen colors.","Direct Mount design for use with Helix cranks, adjustable chainline TRS/LG1 cranks, and XCX Race cranks",Flip-Flop design allows for both Boost and SuperBoost chainlines,"Durable AL-7075-T6 construction for long wear-life, stiffness, and strength","M4 narrow-wide tooth profile provides Shimano and SRAM 11/12-speed chain compatibility, excellent chain retention, and reduced wear","Extensively CNC optimized for technical aesthetics and ultralight weight, starting at just 48g",28-34T sizes and a full range of colors to match other popular e*thirteen components,F,30T,e*thirteen Direct Mount,52/55mm,3.5mm Offset,11/12s,M4 narrow-wide,Shimano/SRAM 11/12s,AL 7075-T6,54g,,Intergalactic,5 Years,https://drive.google.com/open?id=1oyqwbtsd4h-sjoaleiVlg1-DEUB2Z3IL&usp=drive_copy,,,https://drive.google.com/open?id=1KICZfx5343nz2eAk4H9GrFHaJhvW7ULy&usp=drive_copy
CR4HRA-102,CR4-HLX-R01,Helix Race Direct Mount Chainring,"Helix R Direct Mount Chainring for e*thirteen Cranks- 32T, Intergalactic",Helix Race | Chainring | Direct Mount | 32T | 52/55mm Flip Flop | Shimano/SRAM 11/12s Chain Compatible | Intergalactic,CONTINUED,Personalize and add color accents to your e*thirteen cranks with a lightweight and long-wearing chainring.,"Helix R Direct Mount Chainrings, manufactured from durable AL-7075-T6, combine aesthetics and design efficiency. Their flip-flop design accommodates Boost or Super Boost chainlines. With e*thirteen's narrow-wide tooth profile, they ensure enhanced chain retention, reduced wear, and compatibility with Shimano and SRAM chains. Perfectly complementing all Helix Cranks, they're backward compatible with e*thirteen TRS, LG1, and XCX Race cranks. Available in 28-34T and in the spectrum of e*thirteen colors.","Direct Mount design for use with Helix cranks, adjustable chainline TRS/LG1 cranks, and XCX Race cranks",Flip-Flop design allows for both Boost and SuperBoost chainlines,"Durable AL-7075-T6 construction for long wear-life, stiffness, and strength","M4 narrow-wide tooth profile provides Shimano and SRAM 11/12-speed chain compatibility, excellent chain retention, and reduced wear","Extensively CNC optimized for technical aesthetics and ultralight weight, starting at just 48g",28-34T sizes and a full range of colors to match other popular e*thirteen components,F,32T,e*thirteen Direct Mount,52/55mm,3.5mm Offset,11/12s,M4 narrow-wide,Shimano/SRAM 11/12s,AL 7075-T6,58g,,Intergalactic,5 Years,https://drive.google.com/open?id=1p0bxAbL5URpy0-57cCLYosdYDQmYzjBP&usp=drive_copy,,,https://drive.google.com/open?id=1KICZfx5343nz2eAk4H9GrFHaJhvW7ULy&usp=drive_copy
